grain,size,duration,unique_sites,max_radius
259595,121,24,113,18
259596,95,31,94,16
259602,287,54,206,25
259605,554,52,373,30
259606,4695,216,2720,98
259608,8,7,8,4
259609,1201,120,1143,45
259612,4,4,4,2
259618,31,15,31,7
259619,7,5,7,3
259620,1,1,1,0
259621,8,6,8,5
259624,602,91,549,35
259627,1383,155,1037,49
259628,1,1,1,0
259629,7,4,7,3
259632,5,3,5,2
259634,65,24,65,15
259636,25,9,24,6
259637,6,5,6,3
259639,8,5,8,3
259640,2,2,2,1
259645,5,5,5,2
259648,90,32,90,15
259649,1,1,1,0
259651,13,7,13,4
259653,88,17,64,9
259654,987,113,942,56
259655,10,6,10,4
259659,2,2,2,1
259661,73,25,61,13
259662,67,25,65,16
259663,2,2,2,1
259664,1109,157,1095,52
259666,1,1,1,0
259668,1003,108,1003,65
259669,5,4,5,2
259670,6,4,6,3
259673,458,68,365,30
259676,10,8,10,5
259677,22,13,19,5
259679,50,21,50,13
259680,190,55,190,32
259683,3,3,3,2
259685,184,54,184,19
259688,1046,127,1037,65
259690,3,3,3,2
259691,476,94,447,36
259693,55,20,55,15
259694,6,4,6,3
259696,112,31,77,17
259697,887,96,887,42
259699,127,27,127,21
259703,2,2,2,1
259706,1,1,1,0
259708,4,3,4,2
259710,1295,117,822,49
259711,8,5,8,3
259712,1039,118,996,57
259713,66,18,65,13
259716,134,33,104,15
259717,1,1,1,0
259718,1413,126,872,49
259722,1529,147,1128,44
259724,11,6,11,5
259725,24,13,23,7
259726,1,1,1,0
259728,404,56,404,34
259729,30,11,25,7
259730,76,30,76,19
259735,12,7,12,4
259737,107,31,107,22
259738,142,32,142,19
259739,17,9,17,6
259743,1278,155,1215,70
259745,1,1,1,0
259748,472,90,392,21
259750,5,4,5,2
259754,1,1,1,0
259755,2,2,2,1
259758,143,38,143,17
259765,2260,178,1228,46
259770,1859,255,1857,62
259771,8,6,8,5
259775,98,25,70,10
259777,260,51,252,28
259778,23,10,23,6
259779,398,56,286,24
259780,1,1,1,0
259781,2364,168,1495,52
259782,5,4,5,2
259784,8,4,8,3
259785,1,1,1,0
259788,41,17,41,14
259798,56,19,52,9
259799,145,30,145,18
259800,180,33,161,16
259803,430,60,430,39
259805,56,20,56,9
259807,793,146,758,54
259809,671,123,447,28
259813,283,34,220,16
259815,1,1,1,0
259817,228,56,228,29
259819,392,53,290,30
259824,9,7,9,4
259825,14,9,14,7
259826,26,10,26,7
259827,2,2,2,1
259828,10,6,10,4
259829,73,18,73,12
259836,3,3,3,2
259837,662,86,657,40
259841,188,43,188,21
259842,970,137,970,62
259843,13,6,11,3
259846,4,4,4,3
259851,21,9,21,6
259852,474,75,474,31
259853,8,5,8,4
259855,572,120,572,47
259856,116,43,116,28
259858,9,6,9,5
259859,2,2,2,1
259860,9,7,9,4
259862,53,26,53,15
259863,46,21,37,9
259866,921,135,891,61
259867,70,19,70,13
259869,559,48,405,26
259874,4606,189,1813,59
259876,20,9,20,6
259877,12,7,12,5
259879,796,77,554,46
259880,4,4,4,3
259885,100,26,100,13
259888,1,1,1,0
259889,896,78,611,34
259895,14,9,14,6
259897,132,34,132,24
259898,2,2,2,1
259899,119,36,119,23
259900,7,5,7,2
259901,693,90,411,26
259904,1,1,1,0
259910,328,41,259,22
259915,347,88,347,36
259918,2,2,2,1
259920,77,19,77,14
259923,4,3,4,2
259924,5,4,5,3
259926,1,1,1,0
259927,3,2,3,1
259929,12,8,12,4
259930,108,31,108,18
259932,6,4,6,3
259933,4,3,4,2
259935,50,21,50,13
259936,4,4,4,3
259938,2,2,2,1
259942,4284,269,2128,82
259943,1,1,1,0
259945,2,2,2,1
259946,11,4,10,3
259954,3,3,3,2
259955,1616,155,1101,39
259956,7,4,7,3
259957,1,1,1,0
259966,63,21,51,9
259968,1469,165,1304,65
259971,379,59,377,29
259973,1252,160,878,47
259974,1,1,1,0
259975,22,11,22,10
259978,9,5,8,3
259994,12,9,12,7
259997,247,63,247,27
260002,1227,150,931,49
260018,10,7,10,4
260020,10,6,10,4
260021,1734,207,1734,73
260022,13,7,13,4
260024,2,2,2,1
260028,1,1,1,0
260031,92,21,92,13
260033,67,22,67,12
260036,2673,221,1726,59
260037,113,25,113,19
260040,10,6,10,5
260043,71,17,71,14
260045,112,28,112,16
260046,1,1,1,0
260047,26,12,26,8
260051,30,16,30,8
260053,1,1,1,0
260054,5,4,5,3
260055,1,1,1,0
260062,210,43,210,27
260064,29,12,29,9
260068,366,60,353,23
260069,192,39,192,21
260070,17,9,17,7
260072,498,85,498,37
260073,5,5,5,4
260074,4,4,4,3
260075,31,19,31,14
260076,395,60,395,29
260077,44,17,44,13
260078,6,4,6,3
260083,36,22,36,15
260086,1,1,1,0
260093,1,1,1,0
260097,103,25,81,11
260099,12,7,11,4
260102,362,51,362,29
260103,3,2,3,1
260104,22,8,22,7
260112,40,23,40,12
260114,2,2,2,1
260116,799,101,799,42
260117,2,2,2,1
260119,2,2,2,1
260120,1,1,1,0
260123,17,8,17,5
260124,12,9,12,6
260131,2904,152,1471,59
260132,1,1,1,0
260134,11,8,11,6
260135,224,35,224,20
260137,1,1,1,0
260138,89,22,68,9
260140,2,2,2,1
260142,3,3,3,2
260143,5,3,5,2
260144,61,21,59,15
260147,4,4,4,3
260148,6,5,6,2
260152,17,12,17,11
260158,85,20,85,12
260163,39,16,35,9
260166,1,1,1,0
260170,5,5,5,4
260171,8,6,8,4
260175,2,2,2,1
260176,41,14,36,8
260177,1278,151,1261,54
260183,3,3,3,2
260185,557,52,320,25
260186,8,6,8,4
260190,3513,293,1981,62
260192,4,3,4,2
260194,552,111,552,41
260196,127,47,127,26
260199,847,115,810,60
260200,68,26,61,10
260203,232,47,175,23
260205,47,25,47,22
260206,10538,474,3092,68
260208,258,39,258,28
260210,1,1,1,0
260223,2,2,2,1
260225,23,12,21,5
260226,574,86,574,42
260231,1,1,1,0
260233,148,29,148,21
260234,1359,109,849,54
260239,298,53,197,17
260241,347,53,182,13
260243,930,117,912,62
260246,1,1,1,0
260250,2,2,2,1
260253,57,18,47,10
260254,30,12,30,8
260255,2,2,2,1
260257,237,67,216,21
260258,1,1,1,0
260260,3030,180,1897,66
260261,16,7,16,4
260262,7,4,7,3
260267,1,1,1,0
260270,1023,189,1023,61
260274,1,1,1,0
260275,13,9,13,5
260279,254,51,200,18
260280,3,3,3,2
260281,9,6,9,4
260282,1,1,1,0
260283,536,80,522,41
260284,205,49,205,28
260285,1,1,1,0
260288,348,71,305,32
260290,8,6,8,4
260297,63,19,63,15
260299,39,12,39,10
260301,180,35,173,20
260304,424,56,298,39
260305,161,50,161,25
260307,326,80,308,27
260314,1,1,1,0
260316,12,7,12,5
260317,3,2,3,1
260325,48,19,48,12
260327,1,1,1,0
260328,16,6,16,5
260329,11,6,11,3
260330,1,1,1,0
260335,6,5,6,3
260336,175,38,175,19
260337,15,9,15,6
260339,361,56,294,24
260340,1,1,1,0
260345,10,7,10,6
260350,1,1,1,0
260353,10,7,10,4
260354,6,3,6,2
260355,6,4,6,3
260356,1,1,1,0
260357,1,1,1,0
260360,12,7,12,4
260363,37,19,37,8
260365,1,1,1,0
260368,8,6,8,5
260375,14,8,14,5
260378,597,78,342,31
260380,1,1,1,0
260381,6,3,6,2
260383,1867,168,1867,103
260386,8,6,8,3
260387,454,63,450,37
260392,20,11,20,9
260398,1,1,1,0
260400,14,7,14,5
260403,4,3,4,2
260404,92,29,92,15
260407,184,50,183,23
260408,27,11,27,7
260410,3,3,3,2
260411,42,14,42,8
260413,256,60,241,23
260414,63,13,49,8
260415,6,4,6,3
260416,9710,632,3134,76
260418,809,92,614,60
260420,31,14,28,9
260421,21,15,21,5
260422,4,4,4,2
260424,370,56,370,33
260427,128,29,128,20
260428,103,31,103,15
260429,1944,176,1272,46
260432,2,2,2,1
260434,2,2,2,1
260437,1043,135,929,66
260438,46,18,34,6
260440,31,12,31,9
260442,51,17,51,10
260443,604,134,604,62
260446,5,5,5,2
260447,17,10,17,6
260451,54,22,54,17
260455,2,2,2,1
260456,3805,379,1564,68
260457,1,1,1,0
260458,756,83,559,34
260465,113,32,113,16
260467,1,1,1,0
260469,285,52,239,22
260470,1,1,1,0
260471,239,39,173,17
260473,1,1,1,0
260474,62,18,62,10
260480,112,37,112,22
260482,1623,177,1604,64
260483,9,7,8,2
260484,2,2,2,1
260486,1,1,1,0
260487,2,2,2,1
260490,284,74,277,24
260491,1,1,1,0
260493,43,12,43,8
260497,199,30,174,17
260498,620,72,375,29
260499,31,11,31,8
260501,795,106,762,54
260503,19,7,19,5
260504,1,1,1,0
260507,5,4,5,3
260508,13,6,13,5
260511,4,4,4,3
260512,3,3,3,2
260515,13,9,13,6
260516,1,1,1,0
260519,2,2,2,1
260520,2295,230,1771,63
260523,1,1,1,0
260524,23,14,23,12
260526,182,35,182,23
260527,536,80,499,41
260528,1,1,1,0
260532,1,1,1,0
260533,2579,186,1504,64
260537,6,4,6,3
260538,2,2,2,1
260540,188,25,138,13
260542,19,11,19,7
260543,6,3,6,2
260547,143,40,143,24
260548,458,49,250,22
260549,2,2,2,1
260551,16,9,16,8
260552,25,11,25,8
260553,64,15,62,11
260556,1,1,1,0
260560,2,2,2,1
260561,56,15,36,6
260563,43,20,43,14
260565,24,14,24,6
260566,12,7,12,6
260567,164,35,144,20
260568,47,18,41,7
260573,135,30,125,18
260577,5,4,5,3
260580,1,1,1,0
260584,2,2,2,1
260585,147,43,147,23
260587,357,74,354,33
260589,4,3,4,2
260590,1,1,1,0
260591,605,51,377,28
260594,9,7,9,4
260596,39,12,31,6
260598,3409,221,2101,72
260599,4,3,4,2
260609,135,32,133,16
260610,80,17,56,8
260611,82,18,82,14
260612,253,35,166,16
260613,623,97,443,28
260614,22,9,21,4
260617,2,2,2,1
260619,35,15,35,12
260620,28,15,28,11
260621,9849,459,2915,55
260624,2140,204,1166,51
260626,1,1,1,0
260628,71,21,71,11
260629,904,117,904,69
260630,21,9,21,8
260631,8,7,8,2
260632,15,9,15,8
260633,9,5,9,3
260634,99,28,99,16
260635,3,3,3,2
260636,417,59,241,17
260642,97,22,97,12
260644,20,9,20,6
260649,12,5,11,3
260654,5,5,5,4
260655,222,40,222,21
260657,2453,152,1269,52
260660,5,3,5,2
260662,89,26,89,13
260666,31,11,28,6
260667,75,34,75,20
260668,13,10,13,4
260677,2,2,2,1
260680,1509,119,752,43
260682,14,11,14,4
260684,20,14,19,6
260688,167,40,117,17
260693,2,2,2,1
260696,1,1,1,0
260697,2,2,2,1
260698,6,5,6,3
260701,21,10,21,8
260702,838,128,605,31
260704,428,66,427,32
260705,704,97,679,39
260708,500,75,500,32
260709,67,29,67,16
260711,18,8,18,5
260712,2329,133,969,42
260717,10,9,10,6
260720,348,69,346,36
260721,49,17,39,7
260723,466,92,402,32
260727,5,4,5,3
260729,2,2,2,1
260733,60,27,59,10
260736,2,2,2,1
260742,172,32,169,20
260745,1176,116,1176,54
260751,6,5,6,4
260752,74,26,74,15
260753,106,28,103,18
260759,1192,127,1161,78
260760,1,1,1,0
260761,2,2,2,1
260764,35,11,33,8
260765,385,67,385,38
260772,6,5,6,4
260774,3,3,3,2
260775,1385,147,1378,63
260776,311,79,265,24
260781,830,107,635,41
260785,10,6,10,5
260787,270,45,261,23
260789,1,1,1,0
260790,166,36,166,31
260793,11348,302,3025,80
260797,1,1,1,0
260801,6,6,6,5
260803,37,15,37,8
260804,793,79,793,38
260806,32,11,32,9
260810,1,1,1,0
260812,662,73,374,27
260813,23,12,23,8
260814,6,4,6,3
260815,73,20,73,16
260817,19,11,18,5
260819,4,3,4,2
260825,839,109,661,34
260827,3,2,3,1
260829,1,1,1,0
260834,3,2,3,1
260836,80,29,80,17
260838,3,2,3,1
260840,581,109,581,42
260843,67,23,65,18
260847,330,51,218,20
260852,2,2,2,1
260860,56,24,56,16
260863,59,14,58,12
260864,2285,209,1640,65
260865,8,6,8,4
260867,1,1,1,0
260869,105,26,105,16
260871,3,2,3,1
260874,205,39,205,27
260878,103,23,103,14
260880,7,5,7,3
260881,1,1,1,0
260885,13,8,13,5
260886,2,2,2,1
260887,138,47,138,25
260888,66,32,66,13
260889,10,7,9,2
260890,653,152,639,53
260891,5,4,5,2
260892,40,18,40,10
260893,353,54,353,33
260895,2,2,2,1
260896,7,4,7,3
260898,95,30,95,18
260899,29,11,28,6
260902,132,45,131,13
260903,436,58,436,22
260904,42,12,39,8
260907,12,7,12,4
260908,466,45,466,29
260910,2,2,2,1
260911,44,12,43,7
260913,3,2,3,1
260914,6,5,6,4
260916,2,2,2,1
260919,57,26,57,10
260921,73,26,73,15
260922,2079,109,1034,49
260927,52,22,40,10
260928,150,41,150,16
260931,2,2,2,1
260932,4,4,4,3
260933,59,16,59,9
260935,1707,142,1131,75
260936,1,1,1,0
260938,248,57,247,25
260939,76,24,76,14
260946,6,4,6,2
260947,21,11,21,8
260949,9,5,9,4
260950,11,8,11,5
260956,1063,123,741,46
260958,3,3,3,2
260961,80,27,80,15
260964,31,8,28,5
260970,11,6,11,5
260976,64,17,42,6
260978,5,5,5,2
260979,4551,331,2200,63
260980,535,96,529,43
260983,13,7,13,5
260984,10,4,10,3
260986,165,31,112,13
260987,74,21,74,15
260989,49,22,49,12
260990,528,100,528,41
260993,2,2,2,1
260994,2048,255,2012,69
260997,4,4,4,3
261000,24,9,21,5
261001,86,34,86,17
261008,27,11,27,8
261009,14,9,14,6
261010,30,15,29,9
261011,1204,110,1112,59
261012,100,33,96,22
261013,63,22,63,14
261014,2,2,2,1
261015,58,20,50,11
261019,5,3,5,2
261020,13,7,13,5
261021,71,22,71,21
261022,45,15,45,10
261023,1722,175,1286,46
261024,955,154,945,46
261026,504,80,500,31
261027,1505,154,1125,43
261031,17,10,16,7
261034,29,11,24,6
261035,2507,225,1154,38
261036,2,2,2,1
261039,814,133,679,39
261041,19,7,19,6
261042,9,5,9,4
261043,25,12,25,8
261044,9,7,9,4
261045,181,49,173,20
261046,9,5,9,4
261048,9,5,9,4
261049,646,81,644,39
261054,1,1,1,0
261057,275,36,275,25
261058,9,6,9,3
261059,295,44,202,29
261060,2241,213,1784,59
261065,138,24,114,14
261070,425,64,425,29
261071,6,4,6,3
261072,352,63,295,23
261075,474,88,473,43
261076,1618,152,1487,48
261079,292,42,213,18
261082,258,64,258,37
261085,3,3,3,2
261086,19,9,16,4
261088,866,121,834,35
261089,106,32,106,20
261090,831,106,620,30
261091,1,1,1,0
261093,987,175,882,72
261095,214,49,214,26
261101,1,1,1,0
261102,2,2,2,1
261103,32,11,32,8
261104,480,87,374,30
261106,1,1,1,0
261107,237,50,236,23
261108,1,1,1,0
261113,1,1,1,0
261114,920,106,760,53
261117,2,2,2,1
261120,12,6,12,4
261125,1,1,1,0
261127,1,1,1,0
261128,189,47,189,28
261135,374,81,374,31
261137,1,1,1,0
261139,1,1,1,0
261140,245,56,245,30
261141,2089,108,949,48
261145,54,19,54,11
261146,1070,172,1070,72
261147,136,30,126,17
261149,96,23,96,17
261153,28,12,28,7
261155,1935,102,1063,42
261156,211,40,211,24
261157,44,16,44,12
261159,5,4,5,3
261160,362,62,325,32
261161,2689,204,1646,72
261166,131,32,127,13
261168,48,12,48,9
261173,2,2,2,1
261174,31,14,31,7
261175,2,2,2,1
261177,964,100,529,34
261179,813,98,628,38
261181,4,3,4,2
261184,1,1,1,0
261185,3,3,3,2
261187,43,17,42,10
261189,242,46,205,22
261191,987,139,885,53
261192,84,29,61,12
261198,1,1,1,0
261202,19,12,19,8
261203,105,24,96,19
261204,269,69,212,26
261212,7,5,7,4
261214,2,2,2,1
261220,1,1,1,0
261221,2,2,2,1
261222,2,2,2,1
261223,33,15,32,12
261224,39,14,32,5
261225,334,71,334,43
261229,3,3,3,2
261230,7,6,7,5
261231,6,6,6,3
261232,1,1,1,0
261233,740,105,738,46
261235,1,1,1,0
261236,1,1,1,0
261242,8,5,8,4
261249,903,114,903,52
261251,11,7,11,4
261253,3365,199,1885,73
261254,19,12,18,5
261256,1,1,1,0
261259,174,41,131,22
261261,135,40,127,15
261266,3150,261,1664,53
261267,2,2,2,1
261270,2,2,2,1
261272,1,1,1,0
261273,166,39,166,28
261274,3,2,3,1
261278,175,39,175,24
261280,224,65,224,28
261281,3,2,3,1
261282,78,25,78,14
261283,7,5,7,4
261286,3,3,3,2
261291,183,33,183,23
261293,4,3,4,2
261294,174,49,158,14
261298,3545,218,2108,79
261299,685,111,650,45
261302,1,1,1,0
261304,1463,161,1432,57
261306,886,156,886,55
261308,1,1,1,0
261312,1156,120,1156,56
261314,4072,231,1603,53
261315,7,4,7,3
261316,7,7,7,3
261317,492,56,492,27
261319,42,13,32,7
261320,234,47,198,24
261322,504,97,504,41
261324,47,15,47,9
261328,6,5,6,3
261329,2526,200,1839,63
261332,136,29,122,18
261334,233,45,211,21
261335,57,31,57,14
261336,77,27,76,10
261341,2,2,2,1
261342,65,23,62,12
261344,35,13,35,10
261347,15,7,14,5
261348,5,5,5,4
261351,76,21,76,14
261354,43,17,43,13
261357,1,1,1,0
261358,541,107,528,42
261359,2,2,2,1
261362,1,1,1,0
261370,23,14,23,7
261374,71,16,71,11
261375,2,2,2,1
261380,628,67,494,47
261384,1,1,1,0
261388,15,11,15,5
261394,34,18,34,10
261403,279,48,277,35
261404,99,25,98,15
261405,179,31,179,24
261411,36,13,36,8
261413,11,7,11,6
261417,64,23,55,9
261419,84,21,62,10
261423,389,58,235,20
261424,1,1,1,0
261425,244,44,238,20
261426,1,1,1,0
261427,2351,168,1214,57
261429,277,56,254,32
261433,1088,145,824,43
261439,36,16,36,13
261440,485,78,485,37
261441,2,2,2,1
261444,100,19,99,12
261447,3,2,3,1
261450,14,9,14,6
261451,1,1,1,0
261453,20,7,19,6
261454,49,16,49,13
261455,6,5,6,3
261456,550,107,407,41
261460,1001,90,687,55
261461,556,99,556,43
261462,315,84,314,40
261465,151,39,150,20
261466,7,4,7,3
261467,871,131,871,47
261472,146,38,146,24
261474,1946,161,1051,35
261477,31,11,31,8
261478,61,22,61,16
261481,805,175,640,44
261484,2,2,2,1
261485,70,21,70,13
261486,3,2,3,1
261489,224,59,222,23
261493,1,1,1,0
261495,1,1,1,0
261497,4276,253,1957,91
261502,24,18,24,8
261503,195,55,171,19
261504,490,91,467,53
261505,158,32,136,17
261507,291,36,226,20
261509,6,5,6,3
261510,2273,207,1458,47
261514,2,2,2,1
261520,15,6,15,5
261521,1906,166,1070,54
261522,4,3,4,2
261523,1,1,1,0
261524,17,8,17,6
261525,3,3,3,2
261526,6,4,6,3
261527,38,13,38,11
261529,97,30,97,23
261532,8,5,8,4
261534,61,27,61,11
261535,2,2,2,1
261536,18,10,18,6
261541,460,83,345,31
261542,1,1,1,0
261544,2,2,2,1
261554,7,5,7,4
261558,1,1,1,0
261561,24,11,24,8
261562,4,4,4,3
261567,3,3,3,2
261569,483,72,483,34
261571,6381,334,2469,85
261572,6,5,6,4
261576,2,2,2,1
261578,860,170,860,56
261579,551,55,319,21
261581,46,22,46,10
261582,39,19,39,10
261588,205,51,205,30
261590,1,1,1,0
261594,3,2,3,1
261595,176,40,176,25
261597,2,2,2,1
261600,592,82,592,40
261601,211,42,182,19
261602,22,12,20,5
261605,5,5,5,4
261610,4,3,4,2
261611,34,20,34,11
261613,731,115,534,55
261616,5,5,5,4
261618,274,49,174,17
261623,941,142,922,45
261625,223,48,223,26
261626,813,73,438,30
261627,902,80,497,30
261628,17,8,17,6
261629,35,13,35,12
261630,6,4,6,3
261632,30,12,28,9
261633,2,2,2,1
261636,1,1,1,0
261637,4,4,4,3
261638,92,23,71,10
261639,33,15,33,10
261641,20,11,20,5
261642,5,4,5,3
261643,2,2,2,1
261644,4040,206,1538,42
261647,97,22,97,17
261648,224,31,161,14
261655,78,26,66,8
261656,3,2,3,1
261657,5,4,5,3
261659,6,4,6,3
261660,21,17,21,8
261662,1,1,1,0
261664,156,43,156,23
261665,2,2,2,1
261668,1,1,1,0
261671,55,20,54,15
261673,6,5,6,3
261680,8252,484,2733,57
261682,4,3,4,2
261685,400,62,400,50
261691,32,17,32,11
261694,291,55,226,22
261696,69,20,69,13
261697,6,5,6,4
261703,2,2,2,1
261705,842,124,703,46
261706,898,106,768,43
261707,557,88,493,26
261711,7,4,7,3
261712,17,9,17,5
261714,206,40,200,25
261715,4,2,4,1
261718,959,88,959,58
261719,1,1,1,0
261721,46,23,46,9
261722,2329,229,1352,45
261723,245,58,245,28
261725,2,2,2,1
261726,111,33,110,17
261727,1,1,1,0
261731,213,49,205,19
261735,13,6,13,5
261737,3736,310,1972,62
261738,72,23,70,12
261742,258,50,258,29
261748,1,1,1,0
261749,1,1,1,0
261750,2,2,2,1
261753,1,1,1,0
261754,1285,121,1216,57
261755,643,69,419,31
261756,157,33,157,15
261757,236,66,181,18
261758,35,15,35,14
261760,6,5,6,4
261761,14,7,14,5
261762,2,2,2,1
261763,9,5,9,4
261765,2,2,2,1
261766,34,20,34,7
261770,15,10,15,6
261773,2,2,2,1
261774,134,35,134,19
261780,89,30,89,20
261786,1,1,1,0
261787,909,106,692,35
261790,3,3,3,2
261791,1,1,1,0
261794,597,68,343,19
261795,4,4,4,2
261796,11,4,9,3
261797,336,68,328,28
261801,1797,99,1030,34
261802,2,2,2,1
261804,181,53,180,23
261805,1,1,1,0
261808,763,96,523,31
261812,33,15,33,12
261813,2,2,2,1
261814,1464,146,1393,59
261816,39,16,29,5
261817,1014,82,571,34
261818,11,6,11,4
261820,1639,118,1627,68
261822,6,4,6,3
261825,811,110,719,51
261826,21,7,21,6
261830,8,7,8,6
261832,267,59,253,23
261835,20,10,20,9
261836,2517,288,1750,88
261837,92,27,92,15
261839,15,6,13,4
261840,3,2,3,1
261842,7,7,7,4
261844,2,2,2,1
261847,2,2,2,1
261849,3260,254,1951,49
261851,402,66,400,39
261855,1510,138,1160,43
261856,1810,241,1107,56
261857,29,11,29,8
261862,234,44,234,29
261863,136,36,104,18
261864,3,3,3,2
261867,387,62,218,19
261871,5,4,5,3
261873,1056,130,1053,49
261875,1868,149,1481,75
261876,34,14,33,7
261880,715,129,688,45
261881,101,27,101,12
261884,1,1,1,0
261885,472,70,369,38
261886,1,1,1,0
261888,1,1,1,0
261890,2,2,2,1
261893,9,7,9,5
261897,1,1,1,0
261898,281,42,195,24
261900,4,3,4,2
261901,42,19,42,12
261903,2,2,2,1
261906,241,43,189,24
261911,2,2,2,1
261913,640,65,406,25
261915,760,89,663,50
261916,1,1,1,0
261919,154,44,154,23
261920,5,4,5,2
261921,12,9,12,7
261924,1478,163,1477,64
261925,1,1,1,0
261926,2,2,2,1
261927,24,8,21,4
261928,171,33,113,16
261930,1123,95,630,40
261931,188,43,123,18
261935,114,25,114,16
261937,2,2,2,1
261938,28,15,28,10
261940,4,3,4,2
261941,18,8,16,3
261943,430,56,319,25
261944,1,1,1,0
261946,16,10,16,5
261947,1,1,1,0
261948,263,63,263,31
261957,3677,230,1574,60
261958,2,2,2,1
261959,2,2,2,1
261961,253,48,253,26
261967,3,3,3,2
261970,169,34,169,23
261973,35,18,33,7
261977,378,75,378,37
261978,1,1,1,0
261979,11,8,11,5
261980,1,1,1,0
261981,295,47,235,31
261983,32,11,32,8
261984,112,30,111,13
261989,1,1,1,0
261990,1336,181,998,73
261991,3,3,3,2
261993,171,45,168,30
261994,791,127,761,84
261997,373,101,356,32
261998,22,7,22,6
261999,9,7,9,4
262001,1,1,1,0
262004,24,13,20,6
262006,7,5,7,4
262007,113,33,93,14
262008,1,1,1,0
262010,15,9,15,5
262011,1,1,1,0
262016,254,42,254,27
262017,287,45,240,22
262020,3,3,3,2
262021,23,8,23,5
262022,617,94,351,29
262023,6,5,6,4
262024,5,5,5,4
262025,14,10,14,5
262027,11,5,11,4
262028,15,6,15,5
262029,3,3,3,2
262037,5,4,5,3
262041,79,27,75,11
262043,2372,179,1865,64
262046,44,19,44,10
262048,1171,129,1171,65
262051,18,7,18,6
262052,76,20,68,15
262061,244,35,174,20
262067,1,1,1,0
262072,984,125,621,34
262075,610,119,603,67
262076,211,50,211,31
262079,403,74,368,29
262083,94,26,94,17
262088,28,12,28,9
262093,3,2,3,1
262094,1,1,1,0
262103,1,1,1,0
262106,6,5,6,4
262107,4626,213,2426,54
262113,2,2,2,1
262114,44,21,43,9
262115,13,10,13,7
262119,155,44,155,24
262121,3,3,3,2
262123,10,8,10,5
262128,401,56,380,31
262132,17,13,17,6
262134,5,5,5,2
262136,12,4,12,3
262140,199,44,199,26
262141,4,4,4,2
262144,152,38,152,28
262147,1,1,1,0
262148,12245,423,3175,75
262149,5,5,5,4
262150,6,5,6,4
262157,1,1,1,0
262158,182,55,181,27
262159,21,9,21,6
262162,23,10,23,9
262163,97,38,97,24
262166,325,61,315,30
262167,826,101,605,37
262170,106,22,80,10
262171,1,1,1,0
262172,1257,105,822,43
262173,1,1,1,0
262178,54,18,54,11
262181,3,3,3,2
262182,20,13,20,10
262193,8,6,8,5
262196,26,13,25,6
262198,1,1,1,0
262199,65,18,57,8
262201,183,39,183,26
262203,17,13,17,7
262215,31,10,31,9
262216,28,10,26,8
262217,2,2,2,1
262222,48,14,48,9
262225,171,34,171,25
262227,5,3,5,2
262228,203,39,203,22
262229,4,4,4,2
262230,75,29,74,15
262231,4,3,4,2
262232,1280,171,874,40
262233,15,7,15,6
262237,338,72,338,31
262239,961,98,609,39
262240,2,2,2,1
262241,1691,237,1569,71
262242,1,1,1,0
262244,1,1,1,0
262250,317,55,209,18
262251,1,1,1,0
262255,2,2,2,1
262261,69,19,69,13
262265,1,1,1,0
262266,7089,438,2790,79
262268,60,13,49,10
262277,653,117,652,48
262278,1,1,1,0
262283,13,9,13,6
262284,44,14,43,9
262286,1,1,1,0
262288,13,9,13,6
262296,275,56,275,25
262298,550,75,322,24
262299,247,48,198,25
262301,424,63,374,27
262303,834,161,809,67
262305,418,52,275,20
262306,41,25,41,16
262310,314,62,297,40
262312,39,18,39,11
262314,57,21,57,9
262315,84,29,84,17
262316,5,3,5,2
262317,97,31,95,18
262320,32,14,31,9
262323,4,3,4,2
262324,85,41,85,24
262328,2,2,2,1
262332,7,4,7,3
262333,151,48,121,14
262335,750,127,745,47
262336,226,68,226,28
262338,10,5,9,3
262339,3,3,3,2
262340,2535,235,1441,85
262347,102,26,102,18
262348,2,2,2,1
262350,3,3,3,2
262352,2,2,2,1
262354,93,37,92,19
262355,6,6,6,4
262358,63,18,53,8
262360,2,2,2,1
262365,112,25,112,16
262366,17,10,17,6
262370,1,1,1,0
262371,58,16,58,11
262372,1402,172,1127,60
262375,91,19,91,10
262376,1,1,1,0
262377,11,6,11,5
262379,7,5,7,4
262385,1,1,1,0
262388,3259,258,1843,64
262389,35,14,32,7
262391,39,13,39,8
262392,32,14,32,8
262394,113,36,113,25
262397,76,26,71,10
262399,97,25,66,11
262400,1566,214,1566,70
262401,12,6,12,4
262404,78,24,69,10
262405,20,10,20,7
262406,11,6,11,4
262407,13,6,13,5
262414,187,40,184,22
262415,56,23,56,12
262416,49,25,49,17
262420,31,16,30,8
262428,1,1,1,0
262430,9,6,9,3
262431,1120,97,615,39
262434,248,44,248,23
262439,1,1,1,0
262441,14,7,13,4
262446,39,13,39,10
262447,4,4,4,2
262448,2257,158,1230,52
262449,1,1,1,0
262452,389,75,330,29
262453,73,15,59,11
262455,615,61,462,35
262456,2,2,2,1
262457,4,3,4,2
262458,2049,121,1131,54
262460,23,10,23,7
262462,1087,112,779,56
262463,28,13,28,10
262464,2,2,2,1
262466,40,10,33,7
262467,18,11,18,9
262469,1165,128,772,53
262470,4,3,4,2
262471,236,53,196,26
262473,95,32,91,18
262474,27,13,26,7
262477,581,58,581,33
262482,1,1,1,0
262483,11,5,11,3
262484,616,94,616,54
262486,21,9,21,7
262487,6,5,6,4
